"disease","chiefdom","PHU","pop","epiweek","fyo","cas","dth"
"Malaria tested","Malal Mara","MCHP Robina","9999","2016-03","o","10",""
"Malaria tested","Malal Mara","MCHP Robina","9999","2016-03","u","22",""
"Malaria tested","Yoni","CHP Rochen kamandao","9999","2016-03","o","7",""
"Malaria tested","Yoni","CHP Rochen kamandao","9999","2016-03","u","15",""
"Malaria tested","Yoni","MCHP Bonkababay","9999","2016-03","o","25",""
"Malaria tested","Yoni","MCHP Bonkababay","9999","2016-03","u","50",""
"Malaria tested","Yoni","MCHP Roneitta","9999","2016-03","o","39",""
"Malaria tested","Yoni","MCHP Roneitta","9999","2016-03","u","45",""
"Malaria tested","Yoni","MCHP Makeni Rokfula","9999","2016-03","o","",""
"Malaria tested","Yoni","MCHP Makeni Rokfula","9999","2016-03","u","",""
"Malaria tested","Yoni","CHC  Mathoir","9999","2016-03","o","5",""
"Malaria tested","Yoni","CHC  Mathoir","9999","2016-03","u","35",""
"Malaria tested","Yoni","MCHP Mamaka","9999","2016-03","o","3",""
"Malaria tested","Yoni","MCHP Mamaka","9999","2016-03","u","10",""
"Malaria tested","Yoni","MCHP Petifu fulamansa","9999","2016-03","o","15",""
"Malaria tested","Yoni","MCHP Petifu fulamansa","9999","2016-03","u","30",""
"Malaria tested","Yoni","CHP Masengbeh","9999","2016-03","o","2",""
"Malaria tested","Yoni","CHP Masengbeh","9999","2016-03","u","2",""
"Malaria tested","Yoni","MCHP Masiperr","9999","2016-03","o","8",""
"Malaria tested","Yoni","MCHP Masiperr","9999","2016-03","u","12",""
"Malaria tested","Yoni","MCHP Matawa","9999","2016-03","o","10",""
"Malaria tested","Yoni","MCHP Matawa","9999","2016-03","u","12",""
"Malaria tested","Yoni","MCHP Magbosie","9999","2016-03","o","20",""
"Malaria tested","Yoni","MCHP Magbosie","9999","2016-03","u","45",""
"Malaria Positive","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2016-03","o","9",""
"Malaria Positive","Kholifa Rowalla","Magburaka Govt. Hosp","9999","2016-03","u","11",""
"Malaria Positive","Kholifa Rowalla","Masanga Hosp","9999","2016-03","o","1",""
"Malaria Positive","Kholifa Rowalla","Masanga Hosp","9999","2016-03","u","3",""
"Malaria Positive","Kholifa Rowalla","MCHP UFC Magburaka","9999","2016-03","o","6",""
"Malaria Positive","Kholifa Rowalla","MCHP UFC Magburaka","9999","2016-03","u","43",""
"Malaria Positive","Kholifa Rowalla","MCHP Mabai","9999","2016-03","o","2",""
"Malaria Positive","Kholifa Rowalla","MCHP Mabai","9999","2016-03","u","1",""
"Malaria Positive","Kholifa Rowalla","MCHP Mayossoh","9999","2016-03","o","16",""
"Malaria Positive","Kholifa Rowalla","MCHP Mayossoh","9999","2016-03","u","22",""
"Malaria Positive","Kholifa Rowalla","MCHP Masoko","9999","2016-03","o","7",""
"Malaria Positive","Kholifa Rowalla","MCHP Masoko","9999","2016-03","u","46",""
"Malaria Positive","Kholifa Rowalla","MCHP Maborie","9999","2016-03","o","4",""
"Malaria Positive","Kholifa Rowalla","MCHP Maborie","9999","2016-03","u","8",""
"Malaria Positive","Kholifa Rowalla","MCHP Malone","9999","2016-03","o","1",""
"Malaria Positive","Kholifa Rowalla","MCHP Malone","9999","2016-03","u","15",""
"Malaria Positive","Kholifa Rowalla","CHP Mabom","9999","2016-03","o","22",""
"Malaria Positive","Kholifa Rowalla","CHP Mabom","9999","2016-03","u","9",""
"Malaria Positive","Kholifa Rowalla","MCHP Magbass","9999","2016-03","o","11",""
"Malaria Positive","Kholifa Rowalla","MCHP Magbass","9999","2016-03","u","19",""
"Malaria Positive","Kholifa Rowalla","MCHP Mamuntha","9999","2016-03","o","38",""
"Malaria Positive","Kholifa Rowalla","MCHP Mamuntha","9999","2016-03","u","28",""
"Malaria Positive","Kafe Simira","CHC Mabontor","9999","2016-03","o","3",""
"Malaria Positive","Kafe Simira","CHC Mabontor","9999","2016-03","u","8",""
"Malaria Positive","Kafe Simira","CHP Masumbri","9999","2016-03","o","49",""
"Malaria Positive","Kafe Simira","CHP Masumbri","9999","2016-03","u","50",""
"Malaria Positive","Kafe Simira","MCHP Makonthandae","9999","2016-03","o","13",""
"Malaria Positive","Kafe Simira","MCHP Makonthandae","9999","2016-03","u","11",""
"Malaria Positive","Kafe Simira","MCHP Mayassoh","9999","2016-03","o","5",""
"Malaria Positive","Kafe Simira","MCHP Mayassoh","9999","2016-03","u","6",""
"Malaria Positive","Kalansogoia","MCHP Kathombo","9999","2016-03","o","4",""
"Malaria Positive","Kalansogoia","MCHP Kathombo","9999","2016-03","u","6",""
"Malaria Positive","Kalansogoia","MCHP Kemedugu","9999","2016-03","o","11",""
"Malaria Positive","Kalansogoia","MCHP Kemedugu","9999","2016-03","u","20",""
"Malaria Positive","Kalansogoia","MCHP Bassaia","9999","2016-03","o","3",""
"Malaria Positive","Kalansogoia","MCHP Bassaia","9999","2016-03","u","6",""
"Malaria Positive","Kalansogoia","MCHP Kamasaypana","9999","2016-03","o","20",""
"Malaria Positive","Kalansogoia","MCHP Kamasaypana","9999","2016-03","u","13",""
"Malaria Positive","Kalansogoia","New Ferengbeya","9999","2016-03","o","4",""
"Malaria Positive","Kalansogoia","New Ferengbeya","9999","2016-03","u","7",""
"Malaria Positive","Sambaya Bendugu","CHC Bendugu","9999","2016-03","o","18",""
"Malaria Positive","Sambaya Bendugu","CHC Bendugu","9999","2016-03","u","45",""
"Malaria Positive","Sambaya Bendugu","MCHP Kholifaga","9999","2016-03","o","10",""
"Malaria Positive","Sambaya Bendugu","MCHP Kholifaga","9999","2016-03","u","14",""
"Malaria Positive","Sambaya Bendugu","MCHP Ninkikoro","9999","2016-03","o","11",""
"Malaria Positive","Sambaya Bendugu","MCHP Ninkikoro","9999","2016-03","u","19",""
"Malaria Positive","Sambaya Bendugu","MCHP Dankawalia","9999","2016-03","o","40",""
"Malaria Positive","Sambaya Bendugu","MCHP Dankawalia","9999","2016-03","u","40",""
"Malaria Positive","Sambaya Bendugu","MCHP Kunya","9999","2016-03","o","20",""
"Malaria Positive","Sambaya Bendugu","MCHP Kunya","9999","2016-03","u","29",""
"Malaria Positive","Tane","CHC Matotoka","9999","2016-03","o","5",""
"Malaria Positive","Tane","CHC Matotoka","9999","2016-03","u","11",""
"Malaria Positive","Tane","MCHP Mathonkara","9999","2016-03","o","11",""
"Malaria Positive","Tane","MCHP Mathonkara","9999","2016-03","u","22",""
"Malaria Positive","Tane","MCHP Makrugbeh","9999","2016-03","o","11",""
"Malaria Positive","Tane","MCHP Makrugbeh","9999","2016-03","u","20",""
"Malaria Positive","Tane","MCHP Mathufullie","9999","2016-03","o","6",""
"Malaria Positive","Tane","MCHP Mathufullie","9999","2016-03","u","8",""
"Malaria Positive","Tane","MCHP Masankoro","9999","2016-03","o","3",""
"Malaria Positive","Tane","MCHP Masankoro","9999","2016-03","u","5",""
"Malaria Positive","Kunike Barina","CHC Makali","9999","2016-03","o","4",""
"Malaria Positive","Kunike Barina","CHC Makali","9999","2016-03","u","13",""
"Malaria Positive","Kunike Barina","MCHP Massaba","9999","2016-03","o","7",""
"Malaria Positive","Kunike Barina","MCHP Massaba","9999","2016-03","u","15",""
"Malaria Positive","Kunike Barina","MCHP Makoni Line","9999","2016-03","o","2",""
"Malaria Positive","Kunike Barina","MCHP Makoni Line","9999","2016-03","u","8",""
"Malaria Positive","Kunike ","CHP Mamansosanka","9999","2016-03","o","8",""
"Malaria Positive","Kunike ","CHP Mamansosanka","9999","2016-03","u","18",""
"Malaria Positive","Kunike ","MCHP Masiaka","9999","2016-03","o","",""
"Malaria Positive","Kunike ","MCHP Masiaka","9999","2016-03","u","6",""
"Malaria Positive","Kunike ","MCHP Magbanabom","9999","2016-03","o","1",""
"Malaria Positive","Kunike ","MCHP Magbanabom","9999","2016-03","u","22",""
"Malaria Positive","Kunike ","MCHP Magbanto Bana","9999","2016-03","o","10",""
"Malaria Positive","Kunike ","MCHP Magbanto Bana","9999","2016-03","u","18",""
"Malaria Positive","Gbonkolenken","CHC Yele","9999","2016-03","o","3",""
"Malaria Positive","Gbonkolenken","CHC Yele","9999","2016-03","u","17",""
"Malaria Positive","Gbonkolenken","CHC Mayepoh","9999","2016-03","o","22",""
"Malaria Positive","Gbonkolenken","CHC Mayepoh","9999","2016-03","u","20",""
"Malaria Positive","Gbonkolenken","CHP Makonkorie","9999","2016-03","o","10",""
"Malaria Positive","Gbonkolenken","CHP Makonkorie","9999","2016-03","u","11",""
"Malaria Positive","Gbonkolenken","MCHP Yeben","9999","2016-03","o","15",""
"Malaria Positive","Gbonkolenken","MCHP Yeben","9999","2016-03","u","14",""
"Malaria Positive","Gbonkolenken","MCHP Maraka","9999","2016-03","o","38",""
"Malaria Positive","Gbonkolenken","MCHP Maraka","9999","2016-03","u","51",""
"Malaria Positive","Gbonkolenken","MCHP Mathamp","9999","2016-03","o","6",""
"Malaria Positive","Gbonkolenken","MCHP Mathamp","9999","2016-03","u","14",""
"Malaria Positive","Gbonkolenken","MCHP Petifu Mayepoh","9999","2016-03","o","21",""
"Malaria Positive","Gbonkolenken","MCHP Petifu Mayepoh","9999","2016-03","u","30",""
"Malaria Positive","Gbonkolenken","MCHP Mansumana","9999","2016-03","o","12",""
"Malaria Positive","Gbonkolenken","MCHP Mansumana","9999","2016-03","u","21",""
"Malaria Positive","Gbonkolenken","MCHP Mabarr Polie","9999","2016-03","o","17",""
"Malaria Positive","Gbonkolenken","MCHP Mabarr Polie","9999","2016-03","u","54",""
"Malaria Positive","Gbonkolenken","MCHP Mafay","9999","2016-03","o","5",""
"Malaria Positive","Gbonkolenken","MCHP Mafay","9999","2016-03","u","14",""
"Malaria Positive","Gbonkolenken","MCHP Warrima","9999","2016-03","o","5",""
"Malaria Positive","Gbonkolenken","MCHP Warrima","9999","2016-03","u","8",""
"Malaria Positive","Gbonkolenken","CHC Manowo","9999","2016-03","o","1",""
"Malaria Positive","Gbonkolenken","CHC Manowo","9999","2016-03","u","12",""
"Malaria Positive","Kholifa Mabang","MCHP Mamansokafla","9999","2016-03","o","5",""
"Malaria Positive","Kholifa Mabang","MCHP Mamansokafla","9999","2016-03","u","10",""
"Malaria Positive","Kholifa Mabang","MCHP Mabai","9999","2016-03","o","",""
"Malaria Positive","Kholifa Mabang","MCHP Mabai","9999","2016-03","u","15",""
"Malaria Positive","Kholifa Mabang","MCHP Mathinkalol","9999","2016-03","o","12",""
"Malaria Positive","Kholifa Mabang","MCHP Mathinkalol","9999","2016-03","u","28",""
"Malaria Positive","Malal Mara","CHC  Mara.","9999","2016-03","o","26",""
"Malaria Positive","Malal Mara","CHC  Mara.","9999","2016-03","u","34",""
"Malaria Positive","Malal Mara","MCHP Manewa","9999","2016-03","o","3",""
"Malaria Positive","Malal Mara","MCHP Manewa","9999","2016-03","u","8",""
"Malaria Positive","Malal Mara","MCHP Rochen malal","9999","2016-03","o","12",""
"Malaria Positive","Malal Mara","MCHP Rochen malal","9999","2016-03","u","18",""
"Malaria Positive","Malal Mara","MCHP Macobabana","9999","2016-03","o","7",""
"Malaria Positive","Malal Mara","MCHP Macobabana","9999","2016-03","u","9",""
"Malaria Positive","Malal Mara","MCHP Robina","9999","2016-03","o","8",""
"Malaria Positive","Malal Mara","MCHP Robina","9999","2016-03","u","19",""
"Malaria Positive","Yoni","CHC Hinistas Mile 91","9999","2016-03","o","11",""
"Malaria Positive","Yoni","CHC Hinistas Mile 91","9999","2016-03","u","31",""
"Malaria Positive","Yoni","CHP Rochen kamandao","9999","2016-03","o","4",""
"Malaria Positive","Yoni","CHP Rochen kamandao","9999","2016-03","u","11",""
"Malaria Positive","Yoni","MCHP Bonkababay","9999","2016-03","o","9",""
"Malaria Positive","Yoni","MCHP Bonkababay","9999","2016-03","u","19",""
"Malaria Positive","Yoni","MCHP Roneitta","9999","2016-03","o","25",""
"Malaria Positive","Yoni","MCHP Roneitta","9999","2016-03","u","21",""
"Malaria Positive","Yoni","CHC  Mathoir","9999","2016-03","o","2",""
"Malaria Positive","Yoni","CHC  Mathoir","9999","2016-03","u","20","1"
"Malaria Positive","Yoni","MCHP Mamaka","9999","2016-03","o","3",""
"Malaria Positive","Yoni","MCHP Mamaka","9999","2016-03","u","10",""
"Malaria Positive","Yoni","MCHP Petifu fulamansa","9999","2016-03","o","13",""
"Malaria Positive","Yoni","MCHP Petifu fulamansa","9999","2016-03","u","25",""
"Malaria Positive","Yoni","CHP Masengbeh","9999","2016-03","o","2",""
"Malaria Positive","Yoni","CHP Masengbeh","9999","2016-03","u","2",""
"Malaria Positive","Yoni","MCHP Masiperr","9999","2016-03","o","6",""
"Malaria Positive","Yoni","MCHP Masiperr","9999","2016-03","u","10",""
"Malaria Positive","Yoni","MCHP Matawa","9999","2016-03","o","5",""
"Malaria Positive","Yoni","MCHP Matawa","9999","2016-03","u","6",""
"Malaria Positive","Yoni","MCHP Magbosie","9999","2016-03","o","15",""
"Malaria Positive","Yoni","MCHP Magbosie","9999","2016-03","u","35",""
"Other disease","Kholifa Rowalla","MCHP UFC Magburaka","9999","2016-03","o","23",""
"Other disease","Kholifa Rowalla","MCHP UFC Magburaka","9999","2016-03","u","20",""
"Other disease","Kholifa Rowalla","MCHP Mayossoh","9999","2016-03","o","11",""
"Other disease","Kholifa Rowalla","MCHP Mayossoh","9999","2016-03","u","19",""
"Other disease","Kholifa Rowalla","MCHP Maborie","9999","2016-03","o","4",""
"Other disease","Kholifa Rowalla","MCHP Maborie","9999","2016-03","u","5",""
"Other disease","Kholifa Rowalla","MCHP Malone","9999","2016-03","o","10",""
"Other disease","Kholifa Rowalla","MCHP Malone","9999","2016-03","u","28",""
"Other disease","Kholifa Rowalla","CHP Mabom","9999","2016-03","o","22",""
"Other disease","Kholifa Rowalla","CHP Mabom","9999","2016-03","u","4",""
"Other disease","Kholifa Rowalla","MCHP Mamuntha","9999","2016-03","o","25",""
"Other disease","Kholifa Rowalla","MCHP Mamuntha","9999","2016-03","u","25",""
"Other disease","Kafe Simira","CHP Masumbri","9999","2016-03","o","67",""
"Other disease","Kafe Simira","CHP Masumbri","9999","2016-03","u","37",""
"Other disease","Kafe Simira","MCHP Makonthandae","9999","2016-03","o","2",""
"Other disease","Kafe Simira","MCHP Makonthandae","9999","2016-03","u","2",""
"Other disease","Kalansogoia","MCHP Kemedugu","9999","2016-03","o","9",""
"Other disease","Kalansogoia","MCHP Kemedugu","9999","2016-03","u","31",""
"Other disease","Kalansogoia","MCHP Bassaia","9999","2016-03","o","14",""
"Other disease","Kalansogoia","MCHP Bassaia","9999","2016-03","u","4",""
"Other disease","Kalansogoia","New Ferengbeya","9999","2016-03","o","4",""
"Other disease","Kalansogoia","New Ferengbeya","9999","2016-03","u","",""
"Other disease","Sambaya Bendugu","MCHP Dankawalia","9999","2016-03","o","10",""
"Other disease","Sambaya Bendugu","MCHP Dankawalia","9999","2016-03","u","8",""
"Other disease","Sambaya Bendugu","MCHP Kunya","9999","2016-03","o","10",""
"Other disease","Sambaya Bendugu","MCHP Kunya","9999","2016-03","u","7",""
"Other disease","Tane","CHC Matotoka","9999","2016-03","o","",""
"Other disease","Tane","CHC Matotoka","9999","2016-03","u","49",""
"Other disease","Tane","MCHP Makrugbeh","9999","2016-03","o","44",""
"Other disease","Tane","MCHP Makrugbeh","9999","2016-03","u","23",""
"Other disease","Kunike Barina","CHC Makali","9999","2016-03","o","",""
"Other disease","Kunike Barina","CHC Makali","9999","2016-03","u","9",""
"Other disease","Kunike Barina","MCHP Massaba","9999","2016-03","o","4",""
"Other disease","Kunike Barina","MCHP Massaba","9999","2016-03","u","7",""
"Other disease","Kunike Barina","MCHP Makoni Line","9999","2016-03","o","5",""
"Other disease","Kunike Barina","MCHP Makoni Line","9999","2016-03","u","3",""
"Other disease","Kunike ","CHP Mamansosanka","9999","2016-03","o","14",""
"Other disease","Kunike ","CHP Mamansosanka","9999","2016-03","u","10",""
"Other disease","Kunike ","MCHP Magbanabom","9999","2016-03","o","2",""
"Other disease","Kunike ","MCHP Magbanabom","9999","2016-03","u","5",""
"Other disease","Gbonkolenken","CHC Yele","9999","2016-03","o","13",""
"Other disease","Gbonkolenken","CHC Yele","9999","2016-03","u","10",""
"Other disease","Gbonkolenken","CHC Mayepoh","9999","2016-03","o","3",""
"Other disease","Gbonkolenken","CHC Mayepoh","9999","2016-03","u","",""
"Other disease","Gbonkolenken","CHP Makonkorie","9999","2016-03","o","36",""
"Other disease","Gbonkolenken","CHP Makonkorie","9999","2016-03","u","11",""
"Other disease","Gbonkolenken","MCHP Petifu Mayepoh","9999","2016-03","o","14",""
"Other disease","Gbonkolenken","MCHP Petifu Mayepoh","9999","2016-03","u","6",""
"Other disease","Gbonkolenken","MCHP Mafay","9999","2016-03","o","40",""
"Other disease","Gbonkolenken","MCHP Mafay","9999","2016-03","u","31",""
"Other disease","Gbonkolenken","MCHP Warrima","9999","2016-03","o","2",""
"Other disease","Gbonkolenken","MCHP Warrima","9999","2016-03","u","1",""
"Other disease","Gbonkolenken","CHC Manowo","9999","2016-03","o","2",""
"Other disease","Gbonkolenken","CHC Manowo","9999","2016-03","u","2",""
"Other disease","Kholifa Mabang","MCHP Mamansokafla","9999","2016-03","o","10","1"
"Other disease","Kholifa Mabang","MCHP Mamansokafla","9999","2016-03","u","11","1"
"Other disease","Malal Mara","MCHP Rochen malal","9999","2016-03","o","9",""
"Other disease","Malal Mara","MCHP Rochen malal","9999","2016-03","u","14",""
"Other disease","Malal Mara","MCHP Macobabana","9999","2016-03","o","20",""
"Other disease","Malal Mara","MCHP Macobabana","9999","2016-03","u","1",""
"Other disease","Yoni","MCHP Bonkababay","9999","2016-03","o","12",""
"Other disease","Yoni","MCHP Bonkababay","9999","2016-03","u","",""
"Other disease","Yoni","MCHP Mamaka","9999","2016-03","o","1",""
"Other disease","Yoni","MCHP Mamaka","9999","2016-03","u","3",""
"Other disease","Yoni","CHP Masengbeh","9999","2016-03","o","4",""
"Other disease","Yoni","CHP Masengbeh","9999","2016-03","u","6",""
"Other disease","Yoni","MCHP Matawa","9999","2016-03","o","3",""
"Other disease","Yoni","MCHP Matawa","9999","2016-03","u","10",""
"Other disease","Yoni","MCHP Magbosie","9999","2016-03","o","",""
"Other disease","Yoni","MCHP Magbosie","9999","2016-03","u","20",""
"Measles","Yoni","CHC  Mathoir","9999","2015-53","o","",""
"Measles","Yoni","CHC  Mathoir","9999","2015-53","u","1",""
"Animal Bit","Yoni","CHP Bakeloko","9999","2015-53","o","1",""
"Animal Bit","Yoni","CHP Bakeloko","9999","2015-53","u","",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Mayossoh","9999","2015-53","o","",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Mayossoh","9999","2015-53","u","4",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","CHP Mabom","9999","2015-53","o","",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","CHP Mabom","9999","2015-53","u","4",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Mamuntha","9999","2015-53","o","7",""
"Diarrhoea Severe dehydratation ","Kholifa Rowalla","MCHP Mamuntha","9999","2015-53","u","6",""
"Diarrhoea Severe dehydratation ","Kalansogoia","New Ferengbeya","9999","2015-53","o","",""
"Diarrhoea Severe dehydratation ","Kalansogoia","New Ferengbeya","9999","2015-53","u","6",""
"Diarrhoea Severe dehydratation ","Sambaya Bendugu","MCHP Kholifaga","9999","2015-53","o","",""
"Diarrhoea Severe dehydratation ","Sambaya Bendugu","MCHP Kholifaga","9999","2015-53","u","3",""
"Diarrhoea Severe dehydratation ","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-53","o","",""
"Diarrhoea Severe dehydratation ","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-53","u","4",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Mathonkara","9999","2015-53","o","2",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Mathonkara","9999","2015-53","u","",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Makrugbeh","9999","2015-53","o","2",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Makrugbeh","9999","2015-53","u","3",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Mangaybana","9999","2015-53","o","",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Mangaybana","9999","2015-53","u","1",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Makona","9999","2015-53","o","",""
"Diarrhoea Severe dehydratation ","Tane","MCHP Makona","9999","2015-53","u","2",""
"Diarrhoea Severe dehydratation ","Kunike ","MCHP Magbanto Bana","9999","2015-53","o","",""
"Diarrhoea Severe dehydratation ","Kunike ","MCHP Magbanto Bana","9999","2015-53","u","1",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Maraka","9999","2015-53","o","",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Maraka","9999","2015-53","u","3",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Mafay","9999","2015-53","o","",""
"Diarrhoea Severe dehydratation ","Gbonkolenken","MCHP Mafay","9999","2015-53","u","3",""
"Diarrhoea Severe dehydratation ","Kholifa Mabang","MCHP Mamansokafla","9999","2015-53","o","",""
"Diarrhoea Severe dehydratation ","Kholifa Mabang","MCHP Mamansokafla","9999","2015-53","u","3",""
"Diarrhoea Severe dehydratation ","Malal Mara","MCHP Kiampkakolo","9999","2015-53","o","",""
"Diarrhoea Severe dehydratation ","Malal Mara","MCHP Kiampkakolo","9999","2015-53","u","3",""
"Diarrhoea Severe dehydratation ","Yoni","CHP Bakeloko","9999","2015-53","o","4",""
"Diarrhoea Severe dehydratation ","Yoni","CHP Bakeloko","9999","2015-53","u","6",""
"Diarrhoea Severe dehydratation ","Yoni","MCHP Rokimbi","9999","2015-53","o","",""
"Diarrhoea Severe dehydratation ","Yoni","MCHP Rokimbi","9999","2015-53","u","4",""
"Dysentery (Bloody Diarrhea)","Kunike Barina","CHC Makali","9999","2015-53","o","",""
"Dysentery (Bloody Diarrhea)","Kunike Barina","CHC Makali","9999","2015-53","u","2",""
"Dysentery (Bloody Diarrhea)","Malal Mara","MCHP Kiampkakolo","9999","2015-53","o","",""
"Dysentery (Bloody Diarrhea)","Malal Mara","MCHP Kiampkakolo","9999","2015-53","u","1",""
"Dysentery (Bloody Diarrhea)","Yoni","CHP Bakeloko","9999","2015-53","o","1",""
"Dysentery (Bloody Diarrhea)","Yoni","CHP Bakeloko","9999","2015-53","u","",""
"Dysentery (Bloody Diarrhea)","Yoni","CHC  Mathoir","9999","2015-53","o","",""
"Dysentery (Bloody Diarrhea)","Yoni","CHC  Mathoir","9999","2015-53","u","1",""
"Dysentery (Bloody Diarrhea)","Yoni","CHP Masengbeh","9999","2015-53","o","1",""
"Dysentery (Bloody Diarrhea)","Yoni","CHP Masengbeh","9999","2015-53","u","1","1"
"Severe Malnutrition","Kholifa Rowalla","Masanga Hosp","9999","2015-53","o","",""
"Severe Malnutrition","Kholifa Rowalla","Masanga Hosp","9999","2015-53","u","1",""
"Severe Malnutrition","Kholifa Rowalla","CHP Mabom","9999","2015-53","o","",""
"Severe Malnutrition","Kholifa Rowalla","CHP Mabom","9999","2015-53","u","1",""
"Severe Malnutrition","Gbonkolenken","CHC Yele","9999","2015-53","o","",""
"Severe Malnutrition","Gbonkolenken","CHC Yele","9999","2015-53","u","3",""
"Severe Malnutrition","Gbonkolenken","MCHP Mathamp","9999","2015-53","o","",""
"Severe Malnutrition","Gbonkolenken","MCHP Mathamp","9999","2015-53","u","1",""
"Severe Malnutrition","Gbonkolenken","MCHP Mafay","9999","2015-53","o","",""
"Severe Malnutrition","Gbonkolenken","MCHP Mafay","9999","2015-53","u","4",""
"Severe Malnutrition","Malal Mara","MCHP Kiampkakolo","9999","2015-53","o","",""
"Severe Malnutrition","Malal Mara","MCHP Kiampkakolo","9999","2015-53","u","6",""
"Severe Malnutrition","Yoni","CHP Bakeloko","9999","2015-53","o","",""
"Severe Malnutrition","Yoni","CHP Bakeloko","9999","2015-53","u","2",""
"Severe Malnutrition","Yoni","CHC  Mathoir","9999","2015-53","o","",""
"Severe Malnutrition","Yoni","CHC  Mathoir","9999","2015-53","u","2",""
"Sever Pneumonia","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-53","o","1",""
"Sever Pneumonia","Kholifa Rowalla","MCHP UFC Magburaka","9999","2015-53","u","40",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Masoko","9999","2015-53","o","",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Masoko","9999","2015-53","u","14",""
"Sever Pneumonia","Kholifa Rowalla","CHP Mabom","9999","2015-53","o","8",""
"Sever Pneumonia","Kholifa Rowalla","CHP Mabom","9999","2015-53","u","8",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Mamuntha","9999","2015-53","o","10",""
"Sever Pneumonia","Kholifa Rowalla","MCHP Mamuntha","9999","2015-53","u","22",""
"Sever Pneumonia","Kafe Simira","MCHP Makonthandae","9999","2015-53","o","1",""
"Sever Pneumonia","Kafe Simira","MCHP Makonthandae","9999","2015-53","u","2","1"
"Sever Pneumonia","Kalansogoia","CHC Bumbuna","9999","2015-53","o","1",""
"Sever Pneumonia","Kalansogoia","CHC Bumbuna","9999","2015-53","u","7",""
"Sever Pneumonia","Kalansogoia","New Ferengbeya","9999","2015-53","o","",""
"Sever Pneumonia","Kalansogoia","New Ferengbeya","9999","2015-53","u","15",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Kholifaga","9999","2015-53","o","8",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Kholifaga","9999","2015-53","u","",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-53","o","11",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Ninkikoro","9999","2015-53","u","8",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Kunya","9999","2015-53","o","48",""
"Sever Pneumonia","Sambaya Bendugu","MCHP Kunya","9999","2015-53","u","106",""
"Sever Pneumonia","Tane","MCHP Makrugbeh","9999","2015-53","o","20",""
"Sever Pneumonia","Tane","MCHP Makrugbeh","9999","2015-53","u","30",""
"Sever Pneumonia","Tane","MCHP Masankoro","9999","2015-53","o","3",""
"Sever Pneumonia","Tane","MCHP Masankoro","9999","2015-53","u","4",""
"Sever Pneumonia","Tane","MCHP Makona","9999","2015-53","o","10",""
"Sever Pneumonia","Tane","MCHP Makona","9999","2015-53","u","3",""
"Sever Pneumonia","Kunike Barina","MCHP Massaba","9999","2015-53","o","3",""
"Sever Pneumonia","Kunike Barina","MCHP Massaba","9999","2015-53","u","12",""
"Sever Pneumonia","Kunike ","CHC Masingbi","9999","2015-53","o","",""
"Sever Pneumonia","Kunike ","CHC Masingbi","9999","2015-53","u","6",""
"Sever Pneumonia","Kunike ","CHP Mamansosanka","9999","2015-53","o","1",""
"Sever Pneumonia","Kunike ","CHP Mamansosanka","9999","2015-53","u","2",""
"Sever Pneumonia","Kunike ","MCHP Maconteh Thama","9999","2015-53","o","2",""
"Sever Pneumonia","Kunike ","MCHP Maconteh Thama","9999","2015-53","u","8",""
"Sever Pneumonia","Gbonkolenken","CHC Yele","9999","2015-53","o","3",""
"Sever Pneumonia","Gbonkolenken","CHC Yele","9999","2015-53","u","1",""
"Sever Pneumonia","Gbonkolenken","CHC Mayepoh","9999","2015-53","o","15",""
"Sever Pneumonia","Gbonkolenken","CHC Mayepoh","9999","2015-53","u","30",""
"Sever Pneumonia","Gbonkolenken","CHP Makonkorie","9999","2015-53","o","4",""
"Sever Pneumonia","Gbonkolenken","CHP Makonkorie","9999","2015-53","u","6",""
"Sever Pneumonia","Gbonkolenken","MCHP Maraka","9999","2015-53","o","",""
