province,zone,epiweek,disease,fyo,cas,dec
Tshopo,Bafwasende,2016-26,IRA,u,40,0
Tshopo,Basali,2017-43,ROUGEOLE,u,140,0
Tshopo,Yahuma,2017-08,COQUELUCHE,u,266,0
Tshopo,Basoko,2017-04,RAGE,u,36,0
Tshopo,Yakusu,2017-28,CHOLERA,u,84,0
Tshopo,Opienge,2017-25,ROUGEOLE,u,33,0
Tshopo,Yaleko,2016-51,IRA,u,30,0
Tshopo,Lubunga,2017-30,DECES MATERNEL,u,72,0
Tshopo,Basoko,2016-20,DIARR SANGLANTE,u,200,0
Tshopo,Yaleko,2016-24,FIEVRE JAUNE,u,12,0
Tshopo,Bafwasende,2018-07,TNN,u,17,0
Tshopo,Yakusu,2016-34,PESTE,u,190,0
Tshopo,Mangobo,2017-45,RAGE,u,28,0
Tshopo,Lowa,2017-06,PALUDISME,u,360,0
Tshopo,Ubundu,2017-10,COQUELUCHE,u,42,0
Tshopo,Mangobo,2017-40,FIEVRE JAUNE,u,51,0
Tshopo,Yabaondo,2018-20,COQUELUCHE,u,24,0
Tshopo,Banalia,2016-44,FIEVRE JAUNE,u,32,0
Tshopo,Bafwasende,2016-50,CHOLERA,u,32,0
Tshopo,Makiso-Kisangani,2016-40,ROUGEOLE,u,38,0
Tshopo,Bafwasende,2017-52,MENINGITE,u,54,1
Tshopo,Yabaondo,2018-16,FIEVRE JAUNE,u,35,0
Tshopo,Lowa,2017-29,ROUGEOLE,u,28,0
Tshopo,Bafwasende,2017-07,TNN,u,114,0
Tshopo,Yabaondo,2018-10,TNN,u,32,0
Tshopo,Basali,2017-02,DIARR SANGLANTE,u,8,0
Tshopo,Lowa,2016-43,FIEVRE HEMORRAGIQUE EBOLA,u,21,0
Tshopo,Yabaondo,2017-09,PFA,u,45,0
Tshopo,Yahisuli,2016-29,IRA,u,5,0
Tshopo,Yaleko,2018-18,PFA,u,48,0
Tshopo,Tshopo,2017-30,CHOLERA,u,180,0
Tshopo,Yakusu,2017-11,RAGE,u,4,6
Tshopo,Opala,2017-40,FIEVRE HEMORRAGIQUE EBOLA,u,200,0
Tshopo,Bafwasende,2016-28,PFA,u,64,0
Tshopo,Yahisuli,2017-14,RAGE,u,126,0
Tshopo,Yabaondo,2017-24,RAGE,u,108,0
Tshopo,Tshopo,2017-45,IRA,u,12,0
Tshopo,Ubundu,2016-35,CHOLERA,u,240,0
Tshopo,Bafwasende,2018-18,FIEVRE TYPHOIDE,u,0,2
Tshopo,Bengamisa,2017-33,CHOLERA,u,54,0
Tshopo,Opienge,2016-44,PALUDISME,u,56,0
Tshopo,Basali,2018-03,CHOLERA,u,9,0
Tshopo,Tshopo,2018-11,COQUELUCHE,u,72,2
Tshopo,Basali,2018-07,MENINGITE,u,57,0
Tshopo,Ubundu,2018-01,ROUGEOLE,u,22,0
Tshopo,Kabondo,2018-07,MENINGITE,u,49,0
Tshopo,Kabondo,2017-04,RAGE,u,240,0
Tshopo,Yalimbongo,2018-12,DIARR SANGLANTE,u,30,0
Tshopo,Bengamisa,2017-27,CHOLERA,u,190,0
Tshopo,Yahisuli,2017-15,ROUGEOLE,u,126,0
Tshopo,Bengamisa,2016-51,PFA,u,100,0
Tshopo,Bengamisa,2018-06,CHOLERA,u,90,0
Tshopo,Mangobo,2016-33,DIARR SANGLANTE,u,30,0
Tshopo,Yaleko,2017-28,ROUGEOLE,u,162,0
Tshopo,Bafwagbogbo,2017-44,FIEVRE JAUNE,u,44,0
Tshopo,Opala,2016-47,IRA,u,4,0
Tshopo,Mangobo,2018-14,PESTE,u,5,0
Tshopo,Bafwagbogbo,2017-33,COQUELUCHE,u,35,3
Tshopo,Makiso-Kisangani,2017-42,DECES MATERNEL,u,192,0
Tshopo,Opala,2016-22,IRA,u,0,0
Tshopo,Yahisuli,2017-39,FIEVRE JAUNE,u,216,0
Tshopo,Makiso-Kisangani,2017-26,IRA,u,196,0
Tshopo,Isangi,2017-25,DECES MATERNEL,u,135,0
Tshopo,Isangi,2018-05,COQUELUCHE,u,4,0
Tshopo,Opala,2017-18,CHOLERA,u,36,3
Tshopo,Yahisuli,2016-41,TNN,u,40,0
Tshopo,Lubunga,2016-49,IRA,u,96,0
Tshopo,Basoko,2018-10,FIEVRE TYPHOIDE,u,0,0
Tshopo,Ubundu,2017-28,COQUELUCHE,u,160,0
Tshopo,Lowa,2017-39,COQUELUCHE,u,144,0
Tshopo,Yahisuli,2017-03,PFA,u,119,0
Tshopo,Basoko,2017-01,PESTE,u,10,0
Tshopo,Yabaondo,2018-09,FIEVRE TYPHOIDE,u,136,0
Tshopo,Bafwagbogbo,2016-46,IRA,u,119,0
Tshopo,Wanie-Rukula,2016-23,COQUELUCHE,u,0,0
Tshopo,Mangobo,2017-06,IRA,u,0,0
Tshopo,Isangi,2017-06,COQUELUCHE,u,22,0
Tshopo,Yaleko,2017-36,PALUDISME,u,0,0
Tshopo,Wanie-Rukula,2017-11,IRA,u,22,0
Tshopo,Basali,2017-20,FIEVRE TYPHOIDE,u,60,0
Tshopo,Lubunga,2017-16,CHOLERA,u,162,0
Tshopo,Basali,2016-49,MENINGITE,u,36,0
Tshopo,Ubundu,2016-32,DIARR SANGLANTE,u,72,0
Tshopo,Yabaondo,2017-24,MENINGITE,u,48,0
Tshopo,Bafwagbogbo,2017-36,FIEVRE TYPHOIDE,u,100,0
Tshopo,Banalia,2017-03,IRA,u,18,0
Tshopo,Yalimbongo,2016-48,FIEVRE JAUNE,u,99,0
Tshopo,Bengamisa,2018-13,COQUELUCHE,u,102,0
Tshopo,Basoko,2018-19,FIEVRE JAUNE,u,16,0
Tshopo,Banalia,2017-47,MENINGITE,u,42,0
Tshopo,Yahisuli,2017-21,FIEVRE JAUNE,u,40,0
Tshopo,Bengamisa,2017-30,COQUELUCHE,u,400,0
Tshopo,Banalia,2017-49,DIARR SANGLANTE,u,168,0
Tshopo,Yakusu,2016-48,DIARR SANGLANTE,u,20,0
Tshopo,Bafwagbogbo,2016-25,ROUGEOLE,u,36,0
Tshopo,Lubunga,2017-26,CHOLERA,u,9,0
Tshopo,Opienge,2017-39,MENINGITE,u,180,0
Tshopo,Banalia,2018-03,FIEVRE JAUNE,u,98,4
Tshopo,Kabondo,2016-50,FIEVRE TYPHOIDE,u,32,0
Tshopo,Yahisuli,2018-10,MENINGITE,u,0,0
Tshopo,Opienge,2017-21,FIEVRE HEMORRAGIQUE EBOLA,u,56,0
Tshopo,Isangi,2016-50,FIEVRE HEMORRAGIQUE EBOLA,u,72,0
Tshopo,Bafwagbogbo,2016-45,CHOLERA,u,2,0
Tshopo,Wanie-Rukula,2017-12,IRA,u,10,0
Tshopo,Yabaondo,2017-27,DIARR SANGLANTE,u,216,0
Tshopo,Banalia,2017-42,TNN,u,2,0
Tshopo,Yabaondo,2017-26,TNN,u,40,0
Tshopo,Yabaondo,2016-52,PESTE,u,0,0
Tshopo,Basali,2016-36,DIARR SANGLANTE,u,84,0
Tshopo,Lubunga,2017-28,IRA,u,0,0
Tshopo,Yakusu,2017-19,FIEVRE TYPHOIDE,u,64,0
Tshopo,Bafwagbogbo,2017-11,FIEVRE HEMORRAGIQUE EBOLA,u,24,0
Tshopo,Yahuma,2017-04,PFA,u,110,0
Tshopo,Makiso-Kisangani,2018-16,FIEVRE HEMORRAGIQUE EBOLA,u,136,0
Tshopo,Opala,2017-28,TNN,u,28,0
Tshopo,Lubunga,2016-46,TNN,u,33,0
Tshopo,Yabaondo,2016-30,PFA,u,70,0
Tshopo,Opienge,2018-09,COQUELUCHE,u,9,0
Tshopo,Lubunga,2016-35,TNN,u,48,0
Tshopo,Isangi,2017-12,FIEVRE HEMORRAGIQUE EBOLA,u,24,0
Tshopo,Opala,2016-36,FIEVRE JAUNE,u,52,0
Tshopo,Ubundu,2017-27,ROUGEOLE,u,162,0
Tshopo,Banalia,2017-39,PALUDISME,u,360,0
Tshopo,Wanie-Rukula,2017-05,TNN,u,28,0
Tshopo,Mangobo,2018-10,TNN,u,26,0
Tshopo,Lubunga,2017-25,IRA,u,176,0
Tshopo,Opienge,2017-10,PALUDISME,u,180,1
Tshopo,Isangi,2016-30,PALUDISME,u,8,0
Tshopo,Tshopo,2017-19,TNN,u,144,0
Tshopo,Tshopo,2016-51,DIARR SANGLANTE,u,144,0
Tshopo,Kabondo,2017-06,IRA,u,240,0
Tshopo,Lowa,2017-15,PALUDISME,u,210,0
Tshopo,Ubundu,2017-30,FIEVRE TYPHOIDE,u,220,1
Tshopo,Lubunga,2016-33,PFA,u,288,0
Tshopo,Bafwagbogbo,2017-38,MENINGITE,u,8,0
Tshopo,Isangi,2017-36,FIEVRE TYPHOIDE,u,84,0
Tshopo,Tshopo,2016-22,MENINGITE,u,20,0
Tshopo,Ubundu,2018-19,FIEVRE TYPHOIDE,u,10,0
Tshopo,Lubunga,2017-22,FIEVRE HEMORRAGIQUE EBOLA,u,96,0
Tshopo,Banalia,2017-04,MENINGITE,u,60,0
Tshopo,Mangobo,2016-22,MENINGITE,u,9,0
Tshopo,Yahuma,2017-29,FIEVRE TYPHOIDE,u,110,6
Tshopo,Basoko,2017-27,FIEVRE HEMORRAGIQUE EBOLA,u,20,0
Tshopo,Yalimbongo,2016-23,PFA,u,99,0
Tshopo,Yahisuli,2017-40,DECES MATERNEL,u,13,0
Tshopo,Tshopo,2018-17,PFA,u,126,0
Tshopo,Yahuma,2016-45,PFA,u,126,0
Tshopo,Makiso-Kisangani,2016-46,PALUDISME,u,182,0
Tshopo,Kabondo,2017-20,PALUDISME,u,70,0
Tshopo,Banalia,2017-48,RAGE,u,30,6
Tshopo,Makiso-Kisangani,2016-29,CHOLERA,u,15,0
Tshopo,Yalimbongo,2016-20,PALUDISME,u,0,0
Tshopo,Banalia,2017-51,MENINGITE,u,160,0
Tshopo,Yahuma,2016-36,DECES MATERNEL,u,10,0
Tshopo,Wanie-Rukula,2016-30,DECES MATERNEL,u,24,0
Tshopo,Makiso-Kisangani,2017-17,COQUELUCHE,u,56,0
Tshopo,Isangi,2018-08,PFA,u,36,0
Tshopo,Kabondo,2017-36,PESTE,u,40,0
Tshopo,Mangobo,2016-31,FIEVRE HEMORRAGIQUE EBOLA,u,304,3
Tshopo,Banalia,2017-41,PALUDISME,u,224,0
Tshopo,Makiso-Kisangani,2016-46,FIEVRE JAUNE,u,28,0
Tshopo,Lubunga,2016-37,MENINGITE,u,35,0
Tshopo,Mangobo,2016-43,TNN,u,0,0
Tshopo,Bengamisa,2016-31,FIEVRE JAUNE,u,0,0
Tshopo,Yahuma,2017-35,MENINGITE,u,18,0
Tshopo,Bafwagbogbo,2017-47,TNN,u,15,0
Tshopo,Bengamisa,2017-28,DIARR SANGLANTE,u,266,0
Tshopo,Yaleko,2018-15,IRA,u,1,0
Tshopo,Yabaondo,2018-13,PFA,u,6,0
Tshopo,Yahisuli,2017-20,TNN,u,12,0
Tshopo,Wanie-Rukula,2018-19,FIEVRE HEMORRAGIQUE EBOLA,u,160,0
Tshopo,Lowa,2018-02,TNN,u,120,0
Tshopo,Bafwasende,2016-36,IRA,u,56,0
Tshopo,Mangobo,2017-34,FIEVRE HEMORRAGIQUE EBOLA,u,34,3
Tshopo,Ubundu,2017-26,TNN,u,11,1
Tshopo,Makiso-Kisangani,2017-07,ROUGEOLE,u,28,0
Tshopo,Banalia,2016-45,DIARR SANGLANTE,u,10,0
Tshopo,Yalimbongo,2018-13,COQUELUCHE,u,104,0
Tshopo,Yahisuli,2017-48,IRA,u,25,1
Tshopo,Wanie-Rukula,2017-13,FIEVRE HEMORRAGIQUE EBOLA,u,192,0
Tshopo,Banalia,2017-16,TNN,u,56,0
Tshopo,Ubundu,2018-06,FIEVRE JAUNE,u,240,0
Tshopo,Lubunga,2017-46,PALUDISME,u,36,0
Tshopo,Yahisuli,2017-35,PFA,u,32,0
Tshopo,Wanie-Rukula,2016-25,MENINGITE,u,20,0
Tshopo,Mangobo,2017-40,IRA,u,150,0
Tshopo,Lowa,2016-36,TNN,u,160,0
Tshopo,Lubunga,2017-03,FIEVRE JAUNE,u,20,0
Tshopo,Lubunga,2016-24,FIEVRE HEMORRAGIQUE EBOLA,u,20,0
Tshopo,Basoko,2018-13,DECES MATERNEL,u,0,0
Tshopo,Isangi,2016-28,PFA,u,18,0
Tshopo,Yakusu,2017-28,TNN,u,160,0
Tshopo,Ubundu,2017-49,PESTE,u,0,2
Tshopo,Yahisuli,2016-49,ROUGEOLE,u,180,0
Tshopo,Lowa,2016-27,ROUGEOLE,u,25,0
Tshopo,Bafwasende,2018-10,IRA,u,56,3
Tshopo,Makiso-Kisangani,2017-33,CHOLERA,u,20,0
Tshopo,Yahuma,2017-10,PFA,u,16,0
Tshopo,Lubunga,2017-15,CHOLERA,u,90,0
Tshopo,Tshopo,2017-06,COQUELUCHE,u,15,0
Tshopo,Yahisuli,2016-38,RAGE,u,60,0
Tshopo,Bafwagbogbo,2017-28,DECES MATERNEL,u,22,0
Tshopo,Ubundu,2016-39,PALUDISME,u,80,0
Tshopo,Tshopo,2017-16,PESTE,u,20,0
Tshopo,Mangobo,2018-17,PFA,u,60,0
Tshopo,Isangi,2016-25,ROUGEOLE,u,60,0
Tshopo,Mangobo,2017-46,FIEVRE JAUNE,u,120,2
Tshopo,Opala,2017-38,DECES MATERNEL,u,126,0
Tshopo,Basali,2017-04,DECES MATERNEL,u,0,0
Tshopo,Basoko,2017-18,FIEVRE TYPHOIDE,u,80,4
Tshopo,Yahisuli,2017-35,PALUDISME,u,144,0
Tshopo,Yalimbongo,2018-13,RAGE,u,30,0
Tshopo,Yahisuli,2017-03,COQUELUCHE,u,180,0
Tshopo,Wanie-Rukula,2017-38,FIEVRE JAUNE,u,99,0
Tshopo,Bafwagbogbo,2017-50,TNN,u,30,0
Tshopo,Lubunga,2016-29,FIEVRE HEMORRAGIQUE EBOLA,u,105,0
Tshopo,Wanie-Rukula,2016-47,PFA,u,102,0
Tshopo,Lubunga,2016-47,TNN,u,224,0
Tshopo,Ubundu,2016-28,DECES MATERNEL,u,90,0
Tshopo,Lubunga,2016-50,FIEVRE TYPHOIDE,u,8,0
Tshopo,Basoko,2017-09,PESTE,u,108,0
Tshopo,Yahisuli,2017-26,DIARR SANGLANTE,u,0,0
Tshopo,Isangi,2017-47,FIEVRE JAUNE,u,16,0
Tshopo,Yalimbongo,2017-51,DIARR SANGLANTE,u,68,0
Tshopo,Basali,2017-43,FIEVRE HEMORRAGIQUE EBOLA,u,256,0
Tshopo,Yakusu,2018-11,DECES MATERNEL,u,10,0
Tshopo,Bafwasende,2017-37,PESTE,u,7,0
Tshopo,Banalia,2016-37,DECES MATERNEL,u,126,0
Tshopo,Yaleko,2016-48,PESTE,u,0,0
Tshopo,Ubundu,2016-45,COQUELUCHE,u,63,0
Tshopo,Kabondo,2018-05,FIEVRE TYPHOIDE,u,30,0
Tshopo,Ubundu,2017-13,FIEVRE HEMORRAGIQUE EBOLA,u,168,0
Tshopo,Lubunga,2016-36,PALUDISME,u,7,0
Tshopo,Tshopo,2018-01,FIEVRE TYPHOIDE,u,64,0
Tshopo,Yalimbongo,2017-45,FIEVRE TYPHOIDE,u,34,0
Tshopo,Mangobo,2016-48,PFA,u,140,4
Tshopo,Basali,2017-12,ROUGEOLE,u,66,3
Tshopo,Opala,2018-01,RAGE,u,8,0
Tshopo,Yalimbongo,2017-40,CHOLERA,u,72,0
Tshopo,Basoko,2018-08,COQUELUCHE,u,90,0
Tshopo,Yahuma,2016-30,ROUGEOLE,u,84,1
Tshopo,Opienge,2018-18,ROUGEOLE,u,5,0
Tshopo,Yahuma,2017-33,TNN,u,380,0
Tshopo,Opala,2016-52,FIEVRE JAUNE,u,210,1
Tshopo,Bafwasende,2017-49,MENINGITE,u,33,0
Tshopo,Wanie-Rukula,2017-31,PALUDISME,u,104,2
Tshopo,Basali,2018-02,MENINGITE,u,32,0
Tshopo,Yabaondo,2017-52,PESTE,u,12,0
Tshopo,Basali,2016-39,CHOLERA,u,68,4
Tshopo,Lubunga,2017-30,IRA,u,240,0
Tshopo,Makiso-Kisangani,2018-06,RAGE,u,36,0
Tshopo,Yakusu,2017-50,IRA,u,84,0
Tshopo,Basoko,2016-23,TNN,u,36,0
Tshopo,Makiso-Kisangani,2018-08,TNN,u,104,0
Tshopo,Yalimbongo,2016-47,TNN,u,110,0
Tshopo,Lubunga,2017-38,PALUDISME,u,80,0
Tshopo,Ubundu,2017-31,FIEVRE JAUNE,u,2,0
Tshopo,Yabaondo,2017-15,DIARR SANGLANTE,u,75,0
Tshopo,Banalia,2018-04,TNN,u,220,0
Tshopo,Yahisuli,2018-05,FIEVRE TYPHOIDE,u,0,3
Tshopo,Basoko,2017-34,PFA,u,8,0
Tshopo,Basoko,2017-30,CHOLERA,u,304,0
Tshopo,Yahisuli,2017-46,DECES MATERNEL,u,40,0
Tshopo,Ubundu,2016-22,FIEVRE TYPHOIDE,u,144,0
Tshopo,Ubundu,2018-12,PALUDISME,u,96,0
Tshopo,Kabondo,2016-52,DECES MATERNEL,u,0,0
Tshopo,Yahuma,2018-18,FIEVRE HEMORRAGIQUE EBOLA,u,56,6
Tshopo,Yakusu,2017-28,ROUGEOLE,u,18,0
Tshopo,Opala,2016-45,RAGE,u,252,0
Tshopo,Basali,2018-05,TNN,u,80,0
Tshopo,Bafwasende,2016-44,FIEVRE JAUNE,u,4,0
Tshopo,Bafwasende,2016-31,PFA,u,180,0
Tshopo,Bafwasende,2017-16,PFA,u,9,0
Tshopo,Basoko,2016-32,CHOLERA,u,9,0
Tshopo,Yahisuli,2017-12,COQUELUCHE,u,84,0
Tshopo,Lowa,2017-07,FIEVRE JAUNE,u,234,0
Tshopo,Yahuma,2016-27,DIARR SANGLANTE,u,57,0
Tshopo,Yahuma,2017-50,MENINGITE,u,0,0
Tshopo,Bafwasende,2017-20,CHOLERA,u,0,0
Tshopo,Banalia,2017-41,COQUELUCHE,u,0,0
Tshopo,Wanie-Rukula,2017-04,ROUGEOLE,u,10,0
Tshopo,Lubunga,2018-10,DECES MATERNEL,u,8,1
Tshopo,Bafwasende,2016-44,PESTE,u,72,0
Tshopo,Bafwagbogbo,2016-39,RAGE,u,72,2
Tshopo,Yahuma,2016-30,COQUELUCHE,u,128,0
Tshopo,Yakusu,2017-05,TNN,u,342,0
Tshopo,Basali,2017-15,FIEVRE JAUNE,u,98,0
Tshopo,Basoko,2018-11,CHOLERA,u,38,0
Tshopo,Tshopo,2016-41,FIEVRE HEMORRAGIQUE EBOLA,u,170,0
Tshopo,Lubunga,2017-23,FIEVRE JAUNE,u,64,0
Tshopo,Yabaondo,2017-24,FIEVRE TYPHOIDE,u,0,0
Tshopo,Yalimbongo,2017-06,FIEVRE HEMORRAGIQUE EBOLA,u,10,0
Tshopo,Lowa,2017-03,RAGE,u,140,0
Tshopo,Bafwagbogbo,2017-09,CHOLERA,u,32,0
Tshopo,Bafwagbogbo,2017-12,PESTE,u,36,0
Tshopo,Yalimbongo,2017-32,MENINGITE,u,16,0
Tshopo,Bafwasende,2018-11,DIARR SANGLANTE,u,12,0
Tshopo,Basali,2017-27,FIEVRE JAUNE,u,0,0
Tshopo,Bengamisa,2018-04,PFA,u,120,0
Tshopo,Yabaondo,2017-13,FIEVRE TYPHOIDE,u,85,0
Tshopo,Basoko,2017-30,MENINGITE,u,220,0
Tshopo,Opienge,2018-13,COQUELUCHE,u,63,0
Tshopo,Basali,2017-05,ROUGEOLE,u,49,0
Tshopo,Makiso-Kisangani,2017-30,COQUELUCHE,u,72,0
Tshopo,Basali,2016-29,PFA,u,110,0
Tshopo,Banalia,2016-22,FIEVRE JAUNE,u,170,0
Tshopo,Mangobo,2018-06,FIEVRE TYPHOIDE,u,180,0
Tshopo,Makiso-Kisangani,2018-07,CHOLERA,u,57,0
Tshopo,Opienge,2017-24,MENINGITE,u,17,0
Tshopo,Isangi,2016-25,FIEVRE HEMORRAGIQUE EBOLA,u,88,4
Tshopo,Yakusu,2017-04,MENINGITE,u,108,0
Tshopo,Makiso-Kisangani,2017-12,FIEVRE JAUNE,u,84,3
Tshopo,Isangi,2016-22,IRA,u,320,0
Tshopo,Tshopo,2017-17,IRA,u,198,0
Tshopo,Yaleko,2017-52,TNN,u,45,0
Tshopo,Yahisuli,2016-45,PESTE,u,4,0
Tshopo,Basoko,2016-48,MENINGITE,u,120,0
Tshopo,Tshopo,2017-39,CHOLERA,u,96,0
Tshopo,Banalia,2018-14,ROUGEOLE,u,24,0
Tshopo,Isangi,2016-27,PFA,u,144,0
Tshopo,Bafwagbogbo,2018-10,PALUDISME,u,105,0
Tshopo,Opala,2017-35,IRA,u,80,0
Tshopo,Basoko,2017-09,PALUDISME,u,216,0
Tshopo,Yalimbongo,2016-24,MENINGITE,u,6,0
Tshopo,Opienge,2018-03,ROUGEOLE,u,100,0
Tshopo,Yahisuli,2018-09,PESTE,u,126,0
Tshopo,Mangobo,2016-38,COQUELUCHE,u,30,0
Tshopo,Basali,2018-19,DECES MATERNEL,u,64,0
Tshopo,Tshopo,2017-41,CHOLERA,u,54,0
Tshopo,Banalia,2018-14,CHOLERA,u,26,0
Tshopo,Lubunga,2016-32,RAGE,u,32,0
Tshopo,Bengamisa,2016-21,PESTE,u,34,0
Tshopo,Basoko,2018-16,ROUGEOLE,u,170,2
Tshopo,Yakusu,2017-16,TNN,u,64,0
Tshopo,Basali,2018-14,ROUGEOLE,u,96,0
Tshopo,Wanie-Rukula,2018-13,FIEVRE JAUNE,u,25,0
Tshopo,Lubunga,2018-06,FIEVRE HEMORRAGIQUE EBOLA,u,160,0
Tshopo,Yalimbongo,2017-10,FIEVRE JAUNE,u,68,0
Tshopo,Basali,2017-13,RAGE,u,40,0
Tshopo,Makiso-Kisangani,2017-43,PESTE,u,30,6
Tshopo,Bafwagbogbo,2018-19,TNN,u,36,3
Tshopo,Yabaondo,2017-03,DIARR SANGLANTE,u,84,0
Tshopo,Mangobo,2017-01,FIEVRE HEMORRAGIQUE EBOLA,u,30,6
Tshopo,Ubundu,2018-05,IRA,u,120,0
Tshopo,Makiso-Kisangani,2016-28,FIEVRE JAUNE,u,180,0
Tshopo,Tshopo,2017-49,PESTE,u,136,0
Tshopo,Yakusu,2017-34,ROUGEOLE,u,108,0
Tshopo,Opala,2017-03,DIARR SANGLANTE,u,192,0
Tshopo,Ubundu,2016-41,RAGE,u,36,0
Tshopo,Makiso-Kisangani,2018-18,ROUGEOLE,u,104,0
Tshopo,Yaleko,2016-52,PESTE,u,162,0
Tshopo,Yakusu,2017-08,TNN,u,320,2
Tshopo,Bafwagbogbo,2017-43,FIEVRE TYPHOIDE,u,96,0
Tshopo,Tshopo,2016-45,PALUDISME,u,14,0
Tshopo,Opienge,2016-34,PESTE,u,12,0
Tshopo,Lubunga,2017-35,PESTE,u,20,0
Tshopo,Yabaondo,2018-02,CHOLERA,u,40,0
Tshopo,Opienge,2016-52,MENINGITE,u,18,0
Tshopo,Bengamisa,2017-37,IRA,u,120,0
Tshopo,Wanie-Rukula,2018-18,TNN,u,90,0
Tshopo,Yabaondo,2017-38,CHOLERA,u,24,0
Tshopo,Yaleko,2016-43,PALUDISME,u,224,0
Tshopo,Basali,2017-35,COQUELUCHE,u,10,0
Tshopo,Opala,2017-11,DIARR SANGLANTE,u,130,0
Tshopo,Bengamisa,2017-07,CHOLERA,u,170,0
Tshopo,Yabaondo,2018-03,DECES MATERNEL,u,48,0
Tshopo,Isangi,2016-21,IRA,u,117,0
Tshopo,Yahuma,2016-23,MENINGITE,u,36,0
Tshopo,Basoko,2017-52,PFA,u,9,4
Tshopo,Lubunga,2016-26,DECES MATERNEL,u,6,0
Tshopo,Tshopo,2016-41,TNN,u,40,0
Tshopo,Mangobo,2016-39,FIEVRE HEMORRAGIQUE EBOLA,u,10,0
Tshopo,Opienge,2017-19,RAGE,u,288,0
Tshopo,Tshopo,2016-41,FIEVRE TYPHOIDE,u,119,0
Tshopo,Opala,2017-10,DECES MATERNEL,u,76,0
Tshopo,Lubunga,2017-09,FIEVRE HEMORRAGIQUE EBOLA,u,7,0
Tshopo,Ubundu,2017-17,FIEVRE TYPHOIDE,u,0,0
Tshopo,Bafwagbogbo,2017-20,PALUDISME,u,40,0
Tshopo,Yahisuli,2018-02,COQUELUCHE,u,120,0
Tshopo,Makiso-Kisangani,2017-48,DECES MATERNEL,u,20,2
Tshopo,Bengamisa,2017-05,FIEVRE HEMORRAGIQUE EBOLA,u,152,0
Tshopo,Banalia,2017-12,RAGE,u,112,0
Tshopo,Lubunga,2016-27,PFA,u,256,0
Tshopo,Bafwasende,2016-32,FIEVRE HEMORRAGIQUE EBOLA,u,45,2
Tshopo,Bafwagbogbo,2017-21,TNN,u,30,0
Tshopo,Tshopo,2017-38,RAGE,u,210,0
Tshopo,Yahisuli,2016-45,PALUDISME,u,48,0
Tshopo,Basoko,2017-50,PALUDISME,u,171,0
Tshopo,Yahuma,2017-06,CHOLERA,u,0,0
Tshopo,Isangi,2016-27,DIARR SANGLANTE,u,30,0
Tshopo,Yaleko,2018-18,CHOLERA,u,119,0
Tshopo,Bafwasende,2017-17,IRA,u,105,0
Tshopo,Isangi,2018-16,FIEVRE TYPHOIDE,u,20,0
Tshopo,Yabaondo,2017-11,MENINGITE,u,56,0
Tshopo,Basali,2017-21,CHOLERA,u,64,0
Tshopo,Opala,2018-13,FIEVRE TYPHOIDE,u,24,0
Tshopo,Wanie-Rukula,2018-01,MENINGITE,u,8,2
Tshopo,Bafwagbogbo,2017-48,FIEVRE HEMORRAGIQUE EBOLA,u,72,0
Tshopo,Bafwasende,2018-02,PFA,u,42,0
Tshopo,Ubundu,2017-49,TNN,u,300,0
Tshopo,Tshopo,2017-07,ROUGEOLE,u,84,0
Tshopo,Wanie-Rukula,2016-41,DIARR SANGLANTE,u,36,0
Tshopo,Bafwasende,2017-25,CHOLERA,u,52,0
Tshopo,Yalimbongo,2017-43,FIEVRE HEMORRAGIQUE EBOLA,u,360,6
Tshopo,Yalimbongo,2017-17,COQUELUCHE,u,110,0
Tshopo,Wanie-Rukula,2017-51,ROUGEOLE,u,84,0
Tshopo,Wanie-Rukula,2018-20,TNN,u,320,0
Tshopo,Ubundu,2017-47,COQUELUCHE,u,56,0
Tshopo,Yakusu,2017-43,PESTE,u,20,0
Tshopo,Wanie-Rukula,2018-16,FIEVRE JAUNE,u,204,0
Tshopo,Yakusu,2017-41,FIEVRE JAUNE,u,20,3
Tshopo,Lowa,2017-04,PESTE,u,64,0
Tshopo,Yabaondo,2016-45,DECES MATERNEL,u,0,4
Tshopo,Bafwagbogbo,2017-16,COQUELUCHE,u,32,0
Tshopo,Basali,2016-33,IRA,u,40,0
Tshopo,Yalimbongo,2017-14,CHOLERA,u,120,0
Tshopo,Basoko,2016-51,PESTE,u,9,0
Tshopo,Lowa,2017-13,COQUELUCHE,u,0,0
Tshopo,Lubunga,2017-05,FIEVRE HEMORRAGIQUE EBOLA,u,36,0
Tshopo,Bafwasende,2016-27,IRA,u,40,0
Tshopo,Yakusu,2016-35,PESTE,u,60,0
Tshopo,Lubunga,2017-33,PALUDISME,u,8,0
Tshopo,Isangi,2017-01,COQUELUCHE,u,50,0
Tshopo,Makiso-Kisangani,2016-48,PALUDISME,u,156,3
Tshopo,Yahisuli,2017-39,PFA,u,48,2
Tshopo,Yabaondo,2017-19,MENINGITE,u,60,0
Tshopo,Wanie-Rukula,2018-10,FIEVRE JAUNE,u,18,0
Tshopo,Mangobo,2018-09,PFA,u,18,4
Tshopo,Wanie-Rukula,2017-45,PESTE,u,152,0
Tshopo,Makiso-Kisangani,2017-35,MENINGITE,u,68,0
Tshopo,Basoko,2018-12,PFA,u,15,0
Tshopo,Lubunga,2016-37,FIEVRE HEMORRAGIQUE EBOLA,u,120,0
