disease,chiefdom,PHU,pop,epiweek,fyo,cas,dth
Other disease,Yoni,Magbosie MCHP,9999,2016-03,u,20,
Measles,Yoni,Mathoir CHC,9999,2015-53,o,,
Measles,Yoni,Mathoir CHC,9999,2015-53,u,1,
Animal Bit,Yoni,Bakeloko MCHP,9999,2015-53,o,1,
Animal Bit,Yoni,Bakeloko MCHP,9999,2015-53,u,,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Mayossoh MCHP,9999,2015-53,o,,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Mayossoh MCHP,9999,2015-53,u,4,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Mabom CHC,9999,2015-53,o,,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Mabom CHC,9999,2015-53,u,4,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Mamuntha MCHP,9999,2015-53,o,7,
Diarrhoea Severe dehydratation,Kholifa Rowalla,Mamuntha MCHP,9999,2015-53,u,6,
Diarrhoea Severe dehydratation,Kalansogoia,New Ferengbeya MCHP,9999,2015-53,o,,
Diarrhoea Severe dehydratation,Kalansogoia,New Ferengbeya MCHP,9999,2015-53,u,6,
Diarrhoea Severe dehydratation,Sambaya Bendugu,Kholifaga MCHP,9999,2015-53,o,,
Diarrhoea Severe dehydratation,Sambaya Bendugu,Kholifaga MCHP,9999,2015-53,u,3,
Diarrhoea Severe dehydratation,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-53,o,,
Diarrhoea Severe dehydratation,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-53,u,4,
Diarrhoea Severe dehydratation,Tane,Mathonkara MCHP,9999,2015-53,o,2,
Diarrhoea Severe dehydratation,Tane,Mathonkara MCHP,9999,2015-53,u,,
Diarrhoea Severe dehydratation,Tane,Makrugbeh CHP,9999,2015-53,o,2,
Diarrhoea Severe dehydratation,Tane,Makrugbeh CHP,9999,2015-53,u,3,
Diarrhoea Severe dehydratation,Tane,Mangaybana CHP,9999,2015-53,o,,
Diarrhoea Severe dehydratation,Tane,Mangaybana CHP,9999,2015-53,u,1,
Diarrhoea Severe dehydratation,Tane,Makona MCHP,9999,2015-53,o,,
Diarrhoea Severe dehydratation,Tane,Makona MCHP,9999,2015-53,u,2,
Diarrhoea Severe dehydratation,Kunike,Magbanto Bana MCHP,9999,2015-53,o,,
Diarrhoea Severe dehydratation,Kunike,Magbanto Bana MCHP,9999,2015-53,u,1,
Diarrhoea Severe dehydratation,Gbonkolenken,Maraka MCHP,9999,2015-53,o,,
Diarrhoea Severe dehydratation,Gbonkolenken,Maraka MCHP,9999,2015-53,u,3,
Diarrhoea Severe dehydratation,Gbonkolenken,Mafay MCHP,9999,2015-53,o,,
Diarrhoea Severe dehydratation,Gbonkolenken,Mafay MCHP,9999,2015-53,u,3,
Diarrhoea Severe dehydratation,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-53,o,,
Diarrhoea Severe dehydratation,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-53,u,3,
Diarrhoea Severe dehydratation,Malal Mara,Kiampkakolo MCHP,9999,2015-53,o,,
Diarrhoea Severe dehydratation,Malal Mara,Kiampkakolo MCHP,9999,2015-53,u,3,
Diarrhoea Severe dehydratation,Yoni,Bakeloko MCHP,9999,2015-53,o,4,
Diarrhoea Severe dehydratation,Yoni,Bakeloko MCHP,9999,2015-53,u,6,
Diarrhoea Severe dehydratation,Yoni,Rokimbi MCHP,9999,2015-53,o,,
Diarrhoea Severe dehydratation,Yoni,Rokimbi MCHP,9999,2015-53,u,4,
Dysentery (Bloody Diarrhea),Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-53,o,,
Dysentery (Bloody Diarrhea),Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-53,u,2,
Dysentery (Bloody Diarrhea),Malal Mara,Kiampkakolo MCHP,9999,2015-53,o,,
Dysentery (Bloody Diarrhea),Malal Mara,Kiampkakolo MCHP,9999,2015-53,u,1,
Dysentery (Bloody Diarrhea),Yoni,Bakeloko MCHP,9999,2015-53,o,1,
Dysentery (Bloody Diarrhea),Yoni,Bakeloko MCHP,9999,2015-53,u,,
Dysentery (Bloody Diarrhea),Yoni,Mathoir CHC,9999,2015-53,o,,
Dysentery (Bloody Diarrhea),Yoni,Mathoir CHC,9999,2015-53,u,1,
Dysentery (Bloody Diarrhea),Yoni,Masengbeh CHP,9999,2015-53,o,1,
Dysentery (Bloody Diarrhea),Yoni,Masengbeh CHP,9999,2015-53,u,1,1
Severe Malnutrition,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-53,o,,
Severe Malnutrition,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-53,u,1,
Severe Malnutrition,Kholifa Rowalla,Mabom CHC,9999,2015-53,o,,
Severe Malnutrition,Kholifa Rowalla,Mabom CHC,9999,2015-53,u,1,
Severe Malnutrition,Gbonkolenken,Yele CHC,9999,2015-53,o,,
Severe Malnutrition,Gbonkolenken,Yele CHC,9999,2015-53,u,3,
Severe Malnutrition,Gbonkolenken,Mathamp MCHP,9999,2015-53,o,,
Severe Malnutrition,Gbonkolenken,Mathamp MCHP,9999,2015-53,u,1,
Severe Malnutrition,Gbonkolenken,Mafay MCHP,9999,2015-53,o,,
Severe Malnutrition,Gbonkolenken,Mafay MCHP,9999,2015-53,u,4,
Severe Malnutrition,Malal Mara,Kiampkakolo MCHP,9999,2015-53,o,,
Severe Malnutrition,Malal Mara,Kiampkakolo MCHP,9999,2015-53,u,6,
Severe Malnutrition,Yoni,Bakeloko MCHP,9999,2015-53,o,,
Severe Malnutrition,Yoni,Bakeloko MCHP,9999,2015-53,u,2,
Severe Malnutrition,Yoni,Mathoir CHC,9999,2015-53,o,,
Severe Malnutrition,Yoni,Mathoir CHC,9999,2015-53,u,2,
Sever Pneumonia,Kholifa Rowalla,Magburaka MCHP,9999,2015-53,o,1,
Sever Pneumonia,Kholifa Rowalla,Magburaka MCHP,9999,2015-53,u,40,
Sever Pneumonia,Kholifa Rowalla,Masoko MCHP,9999,2015-53,o,,
Sever Pneumonia,Kholifa Rowalla,Masoko MCHP,9999,2015-53,u,14,
Sever Pneumonia,Kholifa Rowalla,Mabom CHC,9999,2015-53,o,8,
Sever Pneumonia,Kholifa Rowalla,Mabom CHC,9999,2015-53,u,8,
Sever Pneumonia,Kholifa Rowalla,Mamuntha MCHP,9999,2015-53,o,10,
Sever Pneumonia,Kholifa Rowalla,Mamuntha MCHP,9999,2015-53,u,22,
Sever Pneumonia,Kafe Simira,Makonthanday MCHP,9999,2015-53,o,1,
Sever Pneumonia,Kafe Simira,Makonthanday MCHP,9999,2015-53,u,2,1
Sever Pneumonia,Kalansogoia,Bumbuna CHC,9999,2015-53,o,1,
Sever Pneumonia,Kalansogoia,Bumbuna CHC,9999,2015-53,u,7,
Sever Pneumonia,Kalansogoia,New Ferengbeya MCHP,9999,2015-53,o,,
Sever Pneumonia,Kalansogoia,New Ferengbeya MCHP,9999,2015-53,u,15,
Sever Pneumonia,Sambaya Bendugu,Kholifaga MCHP,9999,2015-53,o,8,
Sever Pneumonia,Sambaya Bendugu,Kholifaga MCHP,9999,2015-53,u,,
Sever Pneumonia,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-53,o,11,
Sever Pneumonia,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-53,u,8,
Sever Pneumonia,Sambaya Bendugu,Kunya CHP,9999,2015-53,o,48,
Sever Pneumonia,Sambaya Bendugu,Kunya CHP,9999,2015-53,u,106,
Sever Pneumonia,Tane,Makrugbeh CHP,9999,2015-53,o,20,
Sever Pneumonia,Tane,Makrugbeh CHP,9999,2015-53,u,30,
Sever Pneumonia,Tane,Masankoro MCHP,9999,2015-53,o,3,
Sever Pneumonia,Tane,Masankoro MCHP,9999,2015-53,u,4,
Sever Pneumonia,Tane,Makona MCHP,9999,2015-53,o,10,
Sever Pneumonia,Tane,Makona MCHP,9999,2015-53,u,3,
Sever Pneumonia,Kunike Barina,Massaba MCHP,9999,2015-53,o,3,
Sever Pneumonia,Kunike Barina,Massaba MCHP,9999,2015-53,u,12,
Sever Pneumonia,Kunike,Masingbi CHC,9999,2015-53,o,,
Sever Pneumonia,Kunike,Masingbi CHC,9999,2015-53,u,6,
Sever Pneumonia,Kunike,Mamanso Sanka CHP,9999,2015-53,o,1,
Sever Pneumonia,Kunike,Mamanso Sanka CHP,9999,2015-53,u,2,
Sever Pneumonia,Kunike,Maconteh Tama MCHP,9999,2015-53,o,2,
Sever Pneumonia,Kunike,Maconteh Tama MCHP,9999,2015-53,u,8,
Sever Pneumonia,Gbonkolenken,Yele CHC,9999,2015-53,o,3,
Sever Pneumonia,Gbonkolenken,Yele CHC,9999,2015-53,u,1,
Sever Pneumonia,Gbonkolenken,Mayepoh CHP,9999,2015-53,o,15,
Sever Pneumonia,Gbonkolenken,Mayepoh CHP,9999,2015-53,u,30,
Sever Pneumonia,Gbonkolenken,Makonkorie CHP,9999,2015-53,o,4,
Sever Pneumonia,Gbonkolenken,Makonkorie CHP,9999,2015-53,u,6,
Sever Pneumonia,Gbonkolenken,Maraka MCHP,9999,2015-53,o,,
Sever Pneumonia,Gbonkolenken,Maraka MCHP,9999,2015-53,u,1,
Sever Pneumonia,Gbonkolenken,Mafay MCHP,9999,2015-53,o,1,
Sever Pneumonia,Gbonkolenken,Mafay MCHP,9999,2015-53,u,3,
Sever Pneumonia,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-53,o,5,
Sever Pneumonia,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-53,u,5,
Sever Pneumonia,Malal Mara,Manewa MCHP,9999,2015-53,o,,
Sever Pneumonia,Malal Mara,Manewa MCHP,9999,2015-53,u,13,
Sever Pneumonia,Malal Mara,Kiampkakolo MCHP,9999,2015-53,o,,
Sever Pneumonia,Malal Mara,Kiampkakolo MCHP,9999,2015-53,u,9,
Sever Pneumonia,Yoni,Bakeloko MCHP,9999,2015-53,o,11,1
Sever Pneumonia,Yoni,Bakeloko MCHP,9999,2015-53,u,14,
Sever Pneumonia,Yoni,Mathoir CHC,9999,2015-53,o,,
Sever Pneumonia,Yoni,Mathoir CHC,9999,2015-53,u,1,
Sever Pneumonia,Yoni,Rokimbi MCHP,9999,2015-53,o,3,
Sever Pneumonia,Yoni,Rokimbi MCHP,9999,2015-53,u,12,
Sever Pneumonia,Yoni,Masengbeh CHP,9999,2015-53,o,1,
Sever Pneumonia,Yoni,Masengbeh CHP,9999,2015-53,u,,
Typhoid Fever,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-53,o,17,
Typhoid Fever,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-53,u,1,
Typhoid Fever,Kalansogoia,Bumbuna CHC,9999,2015-53,o,12,
Typhoid Fever,Kalansogoia,Bumbuna CHC,9999,2015-53,u,1,
Malaria cases,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-53,o,13,
Malaria cases,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-53,u,12,
Malaria cases,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-53,o,,
Malaria cases,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-53,u,3,
Malaria cases,Kholifa Rowalla,Magburaka MCHP,9999,2015-53,o,20,
Malaria cases,Kholifa Rowalla,Magburaka MCHP,9999,2015-53,u,74,
Malaria cases,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-53,o,5,
Malaria cases,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-53,u,13,
Malaria cases,Kholifa Rowalla,Masanga MCHP,9999,2015-53,o,7,
Malaria cases,Kholifa Rowalla,Masanga MCHP,9999,2015-53,u,1,
Malaria cases,Kholifa Rowalla,Mayossoh MCHP,9999,2015-53,o,23,
Malaria cases,Kholifa Rowalla,Mayossoh MCHP,9999,2015-53,u,42,
Malaria cases,Kholifa Rowalla,Masoko MCHP,9999,2015-53,o,2,
Malaria cases,Kholifa Rowalla,Masoko MCHP,9999,2015-53,u,18,
Malaria cases,Kholifa Rowalla,Malone MCHP,9999,2015-53,o,15,
Malaria cases,Kholifa Rowalla,Malone MCHP,9999,2015-53,u,40,
Malaria cases,Kholifa Rowalla,Mabom CHC,9999,2015-53,o,13,
Malaria cases,Kholifa Rowalla,Mabom CHC,9999,2015-53,u,10,
Malaria cases,Kholifa Rowalla,Mamuntha MCHP,9999,2015-53,o,17,
Malaria cases,Kholifa Rowalla,Mamuntha MCHP,9999,2015-53,u,62,
Malaria cases,Kafe Simira,Makonthanday MCHP,9999,2015-53,o,11,
Malaria cases,Kafe Simira,Makonthanday MCHP,9999,2015-53,u,19,
Malaria cases,Kalansogoia,Bumbuna CHC,9999,2015-53,o,16,
Malaria cases,Kalansogoia,Bumbuna CHC,9999,2015-53,u,10,
Malaria cases,Kalansogoia,Kathombo CHP,9999,2015-53,o,,
Malaria cases,Kalansogoia,Kathombo CHP,9999,2015-53,u,12,
Malaria cases,Kalansogoia,New Ferengbeya MCHP,9999,2015-53,o,,
Malaria cases,Kalansogoia,New Ferengbeya MCHP,9999,2015-53,u,25,
Malaria cases,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-53,o,8,
Malaria cases,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-53,u,20,
Malaria cases,Sambaya Bendugu,Kholifaga MCHP,9999,2015-53,o,18,
Malaria cases,Sambaya Bendugu,Kholifaga MCHP,9999,2015-53,u,15,
Malaria cases,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-53,o,14,
Malaria cases,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-53,u,20,
Malaria cases,Sambaya Bendugu,Kunya CHP,9999,2015-53,o,180,
Malaria cases,Sambaya Bendugu,Kunya CHP,9999,2015-53,u,268,
Malaria cases,Tane,Mathonkara MCHP,9999,2015-53,o,15,
Malaria cases,Tane,Mathonkara MCHP,9999,2015-53,u,14,
Malaria cases,Tane,Makrugbeh CHP,9999,2015-53,o,4,
Malaria cases,Tane,Makrugbeh CHP,9999,2015-53,u,35,
Malaria cases,Tane,Mangaybana CHP,9999,2015-53,o,4,
Malaria cases,Tane,Mangaybana CHP,9999,2015-53,u,7,
Malaria cases,Tane,Masankoro MCHP,9999,2015-53,o,3,
Malaria cases,Tane,Masankoro MCHP,9999,2015-53,u,6,
Malaria cases,Tane,Makona MCHP,9999,2015-53,o,5,
Malaria cases,Tane,Makona MCHP,9999,2015-53,u,25,
Malaria cases,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-53,o,10,
Malaria cases,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-53,u,15,
Malaria cases,Kunike Barina,Massaba MCHP,9999,2015-53,o,6,
Malaria cases,Kunike Barina,Massaba MCHP,9999,2015-53,u,22,
Malaria cases,Kunike Barina,Wonkibor MCHP,9999,2015-53,o,,
Malaria cases,Kunike Barina,Wonkibor MCHP,9999,2015-53,u,10,
Malaria cases,Kunike,Masingbi CHC,9999,2015-53,o,1,
Malaria cases,Kunike,Masingbi CHC,9999,2015-53,u,14,
Malaria cases,Kunike,Mamanso Sanka CHP,9999,2015-53,o,27,
Malaria cases,Kunike,Mamanso Sanka CHP,9999,2015-53,u,20,
Malaria cases,Kunike,Masiaka (Kunike) MCHP,9999,2015-53,o,5,
Malaria cases,Kunike,Masiaka (Kunike) MCHP,9999,2015-53,u,7,
Malaria cases,Kunike,Magbanto Bana MCHP,9999,2015-53,o,11,
Malaria cases,Kunike,Magbanto Bana MCHP,9999,2015-53,u,10,
Malaria cases,Kunike,Maconteh Tama MCHP,9999,2015-53,o,5,
Malaria cases,Kunike,Maconteh Tama MCHP,9999,2015-53,u,10,
Malaria cases,Gbonkolenken,Yele CHC,9999,2015-53,o,11,
Malaria cases,Gbonkolenken,Yele CHC,9999,2015-53,u,21,
Malaria cases,Gbonkolenken,Mayepoh CHP,9999,2015-53,o,20,
Malaria cases,Gbonkolenken,Mayepoh CHP,9999,2015-53,u,30,
Malaria cases,Gbonkolenken,Makonkorie CHP,9999,2015-53,o,12,
Malaria cases,Gbonkolenken,Makonkorie CHP,9999,2015-53,u,11,
Malaria cases,Gbonkolenken,Maraka MCHP,9999,2015-53,o,30,
Malaria cases,Gbonkolenken,Maraka MCHP,9999,2015-53,u,43,
Malaria cases,Gbonkolenken,Mathamp MCHP,9999,2015-53,o,6,
Malaria cases,Gbonkolenken,Mathamp MCHP,9999,2015-53,u,15,
Malaria cases,Gbonkolenken,Mansumana CHP,9999,2015-53,o,10,
Malaria cases,Gbonkolenken,Mansumana CHP,9999,2015-53,u,25,
Malaria cases,Gbonkolenken,Mafay MCHP,9999,2015-53,o,7,
Malaria cases,Gbonkolenken,Mafay MCHP,9999,2015-53,u,5,
Malaria cases,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-53,o,25,
Malaria cases,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-53,u,35,
Malaria cases,Malal Mara,Mara CHC,9999,2015-53,o,63,
Malaria cases,Malal Mara,Mara CHC,9999,2015-53,u,39,
Malaria cases,Malal Mara,Manewa MCHP,9999,2015-53,o,8,
Malaria cases,Malal Mara,Manewa MCHP,9999,2015-53,u,15,
Malaria cases,Malal Mara,Rochen Malal CHP,9999,2015-53,o,17,
Malaria cases,Malal Mara,Rochen Malal CHP,9999,2015-53,u,45,
Malaria cases,Malal Mara,Kiampkakolo MCHP,9999,2015-53,o,1,
Malaria cases,Malal Mara,Kiampkakolo MCHP,9999,2015-53,u,30,
Malaria cases,Yoni,Hinistas CHC,9999,2015-53,o,10,
Malaria cases,Yoni,Hinistas CHC,9999,2015-53,u,47,
Malaria cases,Yoni,Rochen Kamandao CHP,9999,2015-53,o,,
Malaria cases,Yoni,Rochen Kamandao CHP,9999,2015-53,u,18,
Malaria cases,Yoni,Bakeloko MCHP,9999,2015-53,o,17,
Malaria cases,Yoni,Bakeloko MCHP,9999,2015-53,u,21,
Malaria cases,Yoni,Mathoir CHC,9999,2015-53,o,7,
Malaria cases,Yoni,Mathoir CHC,9999,2015-53,u,25,
Malaria cases,Yoni,Rokimbi MCHP,9999,2015-53,o,10,
Malaria cases,Yoni,Rokimbi MCHP,9999,2015-53,u,19,
Malaria cases,Yoni,Masengbeh CHP,9999,2015-53,o,15,
Malaria cases,Yoni,Masengbeh CHP,9999,2015-53,u,36,
Malaria tested,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-53,o,13,
Malaria tested,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-53,u,12,
Malaria tested,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-53,o,,
Malaria tested,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-53,u,3,
Malaria tested,Kholifa Rowalla,Magburaka MCHP,9999,2015-53,o,20,
Malaria tested,Kholifa Rowalla,Magburaka MCHP,9999,2015-53,u,74,
Malaria tested,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-53,o,5,
Malaria tested,Kholifa Rowalla,Mabai (Kholifa Rowalla) MCHP,9999,2015-53,u,13,
Malaria tested,Kholifa Rowalla,Masanga MCHP,9999,2015-53,o,7,
Malaria tested,Kholifa Rowalla,Masanga MCHP,9999,2015-53,u,1,
Malaria tested,Kholifa Rowalla,Mayossoh MCHP,9999,2015-53,o,23,
Malaria tested,Kholifa Rowalla,Mayossoh MCHP,9999,2015-53,u,42,
Malaria tested,Kholifa Rowalla,Masoko MCHP,9999,2015-53,o,2,
Malaria tested,Kholifa Rowalla,Masoko MCHP,9999,2015-53,u,18,
Malaria tested,Kholifa Rowalla,Malone MCHP,9999,2015-53,o,15,
Malaria tested,Kholifa Rowalla,Malone MCHP,9999,2015-53,u,40,
Malaria tested,Kholifa Rowalla,Mabom CHC,9999,2015-53,o,13,
Malaria tested,Kholifa Rowalla,Mabom CHC,9999,2015-53,u,10,
Malaria tested,Kholifa Rowalla,Mamuntha MCHP,9999,2015-53,o,52,
Malaria tested,Kholifa Rowalla,Mamuntha MCHP,9999,2015-53,u,48,
Malaria tested,Kafe Simira,Makonthanday MCHP,9999,2015-53,o,11,
Malaria tested,Kafe Simira,Makonthanday MCHP,9999,2015-53,u,19,
Malaria tested,Kalansogoia,Bumbuna CHC,9999,2015-53,o,16,
Malaria tested,Kalansogoia,Bumbuna CHC,9999,2015-53,u,10,
Malaria tested,Kalansogoia,Kathombo CHP,9999,2015-53,o,,
Malaria tested,Kalansogoia,Kathombo CHP,9999,2015-53,u,12,
Malaria tested,Kalansogoia,New Ferengbeya MCHP,9999,2015-53,o,,
Malaria tested,Kalansogoia,New Ferengbeya MCHP,9999,2015-53,u,25,
Malaria tested,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-53,o,8,
Malaria tested,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-53,u,20,
Malaria tested,Sambaya Bendugu,Kholifaga MCHP,9999,2015-53,o,18,
Malaria tested,Sambaya Bendugu,Kholifaga MCHP,9999,2015-53,u,15,
Malaria tested,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-53,o,14,
Malaria tested,Sambaya Bendugu,Ninkikoro MCHP,9999,2015-53,u,20,
Malaria tested,Sambaya Bendugu,Kunya CHP,9999,2015-53,o,180,
Malaria tested,Sambaya Bendugu,Kunya CHP,9999,2015-53,u,268,
Malaria tested,Tane,Mathonkara MCHP,9999,2015-53,o,15,
Malaria tested,Tane,Mathonkara MCHP,9999,2015-53,u,14,
Malaria tested,Tane,Makrugbeh CHP,9999,2015-53,o,4,
Malaria tested,Tane,Makrugbeh CHP,9999,2015-53,u,35,
Malaria tested,Tane,Mangaybana CHP,9999,2015-53,o,4,
Malaria tested,Tane,Mangaybana CHP,9999,2015-53,u,7,
Malaria tested,Tane,Masankoro MCHP,9999,2015-53,o,3,
Malaria tested,Tane,Masankoro MCHP,9999,2015-53,u,6,
Malaria tested,Tane,Makona MCHP,9999,2015-53,o,5,
Malaria tested,Tane,Makona MCHP,9999,2015-53,u,25,
Malaria tested,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-53,o,10,
Malaria tested,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-53,u,15,
Malaria tested,Kunike Barina,Massaba MCHP,9999,2015-53,o,6,
Malaria tested,Kunike Barina,Massaba MCHP,9999,2015-53,u,22,
Malaria tested,Kunike Barina,Wonkibor MCHP,9999,2015-53,o,,
Malaria tested,Kunike Barina,Wonkibor MCHP,9999,2015-53,u,10,
Malaria tested,Kunike,Masingbi CHC,9999,2015-53,o,1,
Malaria tested,Kunike,Masingbi CHC,9999,2015-53,u,14,
Malaria tested,Kunike,Mamanso Sanka CHP,9999,2015-53,o,27,
Malaria tested,Kunike,Mamanso Sanka CHP,9999,2015-53,u,20,
Malaria tested,Kunike,Masiaka (Kunike) MCHP,9999,2015-53,o,5,
Malaria tested,Kunike,Masiaka (Kunike) MCHP,9999,2015-53,u,7,
Malaria tested,Kunike,Magbanto Bana MCHP,9999,2015-53,o,11,
Malaria tested,Kunike,Magbanto Bana MCHP,9999,2015-53,u,10,
Malaria tested,Kunike,Maconteh Tama MCHP,9999,2015-53,o,5,
Malaria tested,Kunike,Maconteh Tama MCHP,9999,2015-53,u,10,
Malaria tested,Gbonkolenken,Yele CHC,9999,2015-53,o,11,
Malaria tested,Gbonkolenken,Yele CHC,9999,2015-53,u,21,
Malaria tested,Gbonkolenken,Mayepoh CHP,9999,2015-53,o,20,
Malaria tested,Gbonkolenken,Mayepoh CHP,9999,2015-53,u,30,
Malaria tested,Gbonkolenken,Makonkorie CHP,9999,2015-53,o,12,
Malaria tested,Gbonkolenken,Makonkorie CHP,9999,2015-53,u,11,
Malaria tested,Gbonkolenken,Maraka MCHP,9999,2015-53,o,30,
Malaria tested,Gbonkolenken,Maraka MCHP,9999,2015-53,u,43,
Malaria tested,Gbonkolenken,Mathamp MCHP,9999,2015-53,o,6,
Malaria tested,Gbonkolenken,Mathamp MCHP,9999,2015-53,u,15,
Malaria tested,Gbonkolenken,Mansumana CHP,9999,2015-53,o,10,
Malaria tested,Gbonkolenken,Mansumana CHP,9999,2015-53,u,25,
Malaria tested,Gbonkolenken,Mafay MCHP,9999,2015-53,o,7,
Malaria tested,Gbonkolenken,Mafay MCHP,9999,2015-53,u,5,
Malaria tested,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-53,o,25,
Malaria tested,Kholifa Mabang,Mamanso Kafla MCHP,9999,2015-53,u,35,
Malaria tested,Malal Mara,Mara CHC,9999,2015-53,o,63,
Malaria tested,Malal Mara,Mara CHC,9999,2015-53,u,39,
Malaria tested,Malal Mara,Manewa MCHP,9999,2015-53,o,8,
Malaria tested,Malal Mara,Manewa MCHP,9999,2015-53,u,15,
Malaria tested,Malal Mara,Rochen Malal CHP,9999,2015-53,o,17,
Malaria tested,Malal Mara,Rochen Malal CHP,9999,2015-53,u,45,
Malaria tested,Malal Mara,Kiampkakolo MCHP,9999,2015-53,o,1,
Malaria tested,Malal Mara,Kiampkakolo MCHP,9999,2015-53,u,30,
Malaria tested,Yoni,Hinistas CHC,9999,2015-53,o,10,
Malaria tested,Yoni,Hinistas CHC,9999,2015-53,u,47,
Malaria tested,Yoni,Rochen Kamandao CHP,9999,2015-53,o,,
Malaria tested,Yoni,Rochen Kamandao CHP,9999,2015-53,u,18,
Malaria tested,Yoni,Bakeloko MCHP,9999,2015-53,o,17,
Malaria tested,Yoni,Bakeloko MCHP,9999,2015-53,u,21,
Malaria tested,Yoni,Mathoir CHC,9999,2015-53,o,7,
Malaria tested,Yoni,Mathoir CHC,9999,2015-53,u,25,
Malaria tested,Yoni,Rokimbi MCHP,9999,2015-53,o,10,
Malaria tested,Yoni,Rokimbi MCHP,9999,2015-53,u,19,
Malaria tested,Yoni,Masengbeh CHP,9999,2015-53,o,15,
Malaria tested,Yoni,Masengbeh CHP,9999,2015-53,u,36,
Other disease,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-53,o,43,
Other disease,Kholifa Rowalla,Magburaka Government Hospital,9999,2015-53,u,4,
Other disease,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-53,o,,
Other disease,Kholifa Rowalla,Masanga Leprosy Hospital,9999,2015-53,u,2,1
Other disease,Kholifa Rowalla,Magburaka MCHP,9999,2015-53,o,12,
Other disease,Kholifa Rowalla,Magburaka MCHP,9999,2015-53,u,44,
Other disease,Kholifa Rowalla,Masanga MCHP,9999,2015-53,o,,
Other disease,Kholifa Rowalla,Masanga MCHP,9999,2015-53,u,7,
Other disease,Kholifa Rowalla,Mayossoh MCHP,9999,2015-53,o,12,
Other disease,Kholifa Rowalla,Mayossoh MCHP,9999,2015-53,u,20,
Other disease,Kholifa Rowalla,Mabom CHC,9999,2015-53,o,12,
Other disease,Kholifa Rowalla,Mabom CHC,9999,2015-53,u,6,
Other disease,Kholifa Rowalla,Mamuntha MCHP,9999,2015-53,o,22,
Other disease,Kholifa Rowalla,Mamuntha MCHP,9999,2015-53,u,9,
Other disease,Kafe Simira,Makonthanday MCHP,9999,2015-53,o,8,
Other disease,Kafe Simira,Makonthanday MCHP,9999,2015-53,u,10,
Other disease,Kalansogoia,New Ferengbeya MCHP,9999,2015-53,o,,
Other disease,Kalansogoia,New Ferengbeya MCHP,9999,2015-53,u,15,
Other disease,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-53,o,22,
Other disease,Sambaya Bendugu,Bendugu (Sambaya Bendugu) CHC,9999,2015-53,u,20,
Other disease,Tane,Makrugbeh CHP,9999,2015-53,o,14,
Other disease,Tane,Makrugbeh CHP,9999,2015-53,u,14,
Other disease,Kunike Barina,Makali (Kunike Barina) CHC,9999,2015-53,o,,
